year,rgn_id,species,common_name,category,postcards,magnets,tour_operators,pmt,wildlife_trusts
2004,1,Uria aalge,Common Murre,LC,0,0,1,1,1
2005,1,Uria aalge,Common Murre,LC,0,0,1,1,1
2006,1,Uria aalge,Common Murre,LC,0,0,1,1,1
2007,1,Uria aalge,Common Murre,LC,0,0,1,1,1
2008,1,Uria aalge,Common Murre,LC,0,0,1,1,1
2009,1,Uria aalge,Common Murre,LC,0,0,1,1,1
2010,1,Uria aalge,Common Murre,LC,0,0,1,1,1
2011,1,Uria aalge,Common Murre,LC,0,0,1,1,1
2012,1,Uria aalge,Common Murre,LC,0,0,1,1,1
2013,1,Uria aalge,Common Murre,LC,0,0,1,1,1
2014,1,Uria aalge,Common Murre,LC,0,0,1,1,1
2015,1,Uria aalge,Common Murre,LC,0,0,1,1,1
2016,1,Uria aalge,Common Murre,LC,0,0,1,1,1
2017,1,Uria aalge,Common Murre,LC,0,0,1,1,1
2018,1,Uria aalge,Common Murre,LC,0,0,1,1,1
2000,1,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2001,1,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2002,1,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2003,1,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2004,1,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2005,1,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2006,1,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2007,1,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2008,1,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2009,1,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2010,1,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2011,1,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2012,1,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2013,1,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2014,1,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2015,1,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2016,1,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2017,1,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2018,1,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2000,1,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2001,1,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2002,1,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2003,1,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2004,1,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2005,1,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2006,1,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2007,1,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2008,1,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2009,1,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2010,1,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2011,1,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2012,1,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2013,1,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2014,1,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2015,1,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2016,1,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2017,1,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2018,1,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2000,1,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
2001,1,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
2002,1,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
2003,1,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
2004,1,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
2005,1,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
2006,1,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
2007,1,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
2008,1,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
2009,1,Prionace glauca,Blue Shark,NT,0,0,0,0,1
2010,1,Prionace glauca,Blue Shark,NT,0,0,0,0,1
2011,1,Prionace glauca,Blue Shark,NT,0,0,0,0,1
2012,1,Prionace glauca,Blue Shark,NT,0,0,0,0,1
2013,1,Prionace glauca,Blue Shark,NT,0,0,0,0,1
2014,1,Prionace glauca,Blue Shark,NT,0,0,0,0,1
2015,1,Prionace glauca,Blue Shark,NT,0,0,0,0,1
2016,1,Prionace glauca,Blue Shark,NT,0,0,0,0,1
2017,1,Prionace glauca,Blue Shark,NT,0,0,0,0,1
2018,1,Prionace glauca,Blue Shark,NT,0,0,0,0,1
2000,1,Raja clavata,Thornback Skate,LR/nt,0,0,0,0,1
2001,1,Raja clavata,Thornback Skate,LR/nt,0,0,0,0,1
2002,1,Raja clavata,Thornback Skate,LR/nt,0,0,0,0,1
2003,1,Raja clavata,Thornback Skate,LR/nt,0,0,0,0,1
2004,1,Raja clavata,Thornback Skate,LR/nt,0,0,0,0,1
2005,1,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2006,1,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2007,1,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2008,1,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2009,1,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2010,1,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2011,1,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2012,1,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2013,1,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2014,1,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2015,1,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2016,1,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2017,1,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2018,1,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2009,1,Scyliorhinus canicula,Small Spotted Catshark,LC,0,0,0,0,1
2010,1,Scyliorhinus canicula,Small Spotted Catshark,LC,0,0,0,0,1
2011,1,Scyliorhinus canicula,Small Spotted Catshark,LC,0,0,0,0,1
2012,1,Scyliorhinus canicula,Small Spotted Catshark,LC,0,0,0,0,1
2013,1,Scyliorhinus canicula,Small Spotted Catshark,LC,0,0,0,0,1
2014,1,Scyliorhinus canicula,Small Spotted Catshark,LC,0,0,0,0,1
2015,1,Scyliorhinus canicula,Small Spotted Catshark,LC,0,0,0,0,1
2016,1,Scyliorhinus canicula,Small Spotted Catshark,LC,0,0,0,0,1
2017,1,Scyliorhinus canicula,Small Spotted Catshark,LC,0,0,0,0,1
2018,1,Scyliorhinus canicula,Small Spotted Catshark,LC,0,0,0,0,1
2011,1,Homarus gammarus,European Lobster,LC,0,1,0,1,1
2012,1,Homarus gammarus,European Lobster,LC,0,1,0,1,1
2013,1,Homarus gammarus,European Lobster,LC,0,1,0,1,1
2014,1,Homarus gammarus,European Lobster,LC,0,1,0,1,1
2015,1,Homarus gammarus,European Lobster,LC,0,1,0,1,1
2016,1,Homarus gammarus,European Lobster,LC,0,1,0,1,1
2017,1,Homarus gammarus,European Lobster,LC,0,1,0,1,1
2018,1,Homarus gammarus,European Lobster,LC,0,1,0,1,1
2011,1,Palinurus mauritanicus,Pink Spiny Lobster,LC,0,0,0,0,1
2012,1,Palinurus mauritanicus,Pink Spiny Lobster,LC,0,0,0,0,1
2013,1,Palinurus mauritanicus,Pink Spiny Lobster,LC,0,0,0,0,1
2014,1,Palinurus mauritanicus,Pink Spiny Lobster,LC,0,0,0,0,1
2015,1,Palinurus mauritanicus,Pink Spiny Lobster,LC,0,0,0,0,1
2016,1,Palinurus mauritanicus,Pink Spiny Lobster,LC,0,0,0,0,1
2017,1,Palinurus mauritanicus,Pink Spiny Lobster,LC,0,0,0,0,1
2018,1,Palinurus mauritanicus,Pink Spiny Lobster,LC,0,0,0,0,1
2000,1,Delphinus delphis,Short-beaked Common Dolphin,LR/lc,0,0,1,1,1
2001,1,Delphinus delphis,Short-beaked Common Dolphin,LR/lc,0,0,1,1,1
2002,1,Delphinus delphis,Short-beaked Common Dolphin,LR/lc,0,0,1,1,1
2003,1,Delphinus delphis,Short-beaked Common Dolphin,LR/lc,0,0,1,1,1
2004,1,Delphinus delphis,Short-beaked Common Dolphin,LR/lc,0,0,1,1,1
2005,1,Delphinus delphis,Short-beaked Common Dolphin,LR/lc,0,0,1,1,1
2006,1,Delphinus delphis,Short-beaked Common Dolphin,LR/lc,0,0,1,1,1
2007,1,Delphinus delphis,Short-beaked Common Dolphin,LR/lc,0,0,1,1,1
2008,1,Delphinus delphis,Short-beaked Common Dolphin,LC,0,0,1,1,1
2009,1,Delphinus delphis,Short-beaked Common Dolphin,LC,0,0,1,1,1
2010,1,Delphinus delphis,Short-beaked Common Dolphin,LC,0,0,1,1,1
2011,1,Delphinus delphis,Short-beaked Common Dolphin,LC,0,0,1,1,1
2012,1,Delphinus delphis,Short-beaked Common Dolphin,LC,0,0,1,1,1
2013,1,Delphinus delphis,Short-beaked Common Dolphin,LC,0,0,1,1,1
2014,1,Delphinus delphis,Short-beaked Common Dolphin,LC,0,0,1,1,1
2015,1,Delphinus delphis,Short-beaked Common Dolphin,LC,0,0,1,1,1
2016,1,Delphinus delphis,Short-beaked Common Dolphin,LC,0,0,1,1,1
2017,1,Delphinus delphis,Short-beaked Common Dolphin,LC,0,0,1,1,1
2018,1,Delphinus delphis,Short-beaked Common Dolphin,LC,0,0,1,1,1
2000,1,Halichoerus grypus,Grey Seal,LR/lc,1,0,1,2,1
2001,1,Halichoerus grypus,Grey Seal,LR/lc,1,0,1,2,1
2002,1,Halichoerus grypus,Grey Seal,LR/lc,1,0,1,2,1
2003,1,Halichoerus grypus,Grey Seal,LR/lc,1,0,1,2,1
2004,1,Halichoerus grypus,Grey Seal,LR/lc,1,0,1,2,1
2005,1,Halichoerus grypus,Grey Seal,LR/lc,1,0,1,2,1
2006,1,Halichoerus grypus,Grey Seal,LR/lc,1,0,1,2,1
2007,1,Halichoerus grypus,Grey Seal,LR/lc,1,0,1,2,1
2008,1,Halichoerus grypus,Grey Seal,LC,1,0,1,2,1
2009,1,Halichoerus grypus,Grey Seal,LC,1,0,1,2,1
2010,1,Halichoerus grypus,Grey Seal,LC,1,0,1,2,1
2011,1,Halichoerus grypus,Grey Seal,LC,1,0,1,2,1
2012,1,Halichoerus grypus,Grey Seal,LC,1,0,1,2,1
2013,1,Halichoerus grypus,Grey Seal,LC,1,0,1,2,1
2014,1,Halichoerus grypus,Grey Seal,LC,1,0,1,2,1
2015,1,Halichoerus grypus,Grey Seal,LC,1,0,1,2,1
2016,1,Halichoerus grypus,Grey Seal,LC,1,0,1,2,1
2017,1,Halichoerus grypus,Grey Seal,LC,1,0,1,2,1
2018,1,Halichoerus grypus,Grey Seal,LC,1,0,1,2,1
2000,1,Orcinus orca,Killer Whale,LR/cd,0,0,0,0,1
2001,1,Orcinus orca,Killer Whale,LR/cd,0,0,0,0,1
2002,1,Orcinus orca,Killer Whale,LR/cd,0,0,0,0,1
2003,1,Orcinus orca,Killer Whale,LR/cd,0,0,0,0,1
2004,1,Orcinus orca,Killer Whale,LR/cd,0,0,0,0,1
2005,1,Orcinus orca,Killer Whale,LR/cd,0,0,0,0,1
2006,1,Orcinus orca,Killer Whale,LR/cd,0,0,0,0,1
2007,1,Orcinus orca,Killer Whale,LR/cd,0,0,0,0,1
2008,1,Orcinus orca,Killer Whale,DD,0,0,0,0,1
2009,1,Orcinus orca,Killer Whale,DD,0,0,0,0,1
2010,1,Orcinus orca,Killer Whale,DD,0,0,0,0,1
2011,1,Orcinus orca,Killer Whale,DD,0,0,0,0,1
2012,1,Orcinus orca,Killer Whale,DD,0,0,0,0,1
2013,1,Orcinus orca,Killer Whale,DD,0,0,0,0,1
2014,1,Orcinus orca,Killer Whale,DD,0,0,0,0,1
2015,1,Orcinus orca,Killer Whale,DD,0,0,0,0,1
2016,1,Orcinus orca,Killer Whale,DD,0,0,0,0,1
2017,1,Orcinus orca,Killer Whale,DD,0,0,0,0,1
2018,1,Orcinus orca,Killer Whale,DD,0,0,0,0,1
2000,1,Phoca vitulina,Harbor Seal,LR/lc,1,0,1,2,1
2001,1,Phoca vitulina,Harbor Seal,LR/lc,1,0,1,2,1
2002,1,Phoca vitulina,Harbor Seal,LR/lc,1,0,1,2,1
2003,1,Phoca vitulina,Harbor Seal,LR/lc,1,0,1,2,1
2004,1,Phoca vitulina,Harbor Seal,LR/lc,1,0,1,2,1
2005,1,Phoca vitulina,Harbor Seal,LR/lc,1,0,1,2,1
2006,1,Phoca vitulina,Harbor Seal,LR/lc,1,0,1,2,1
2007,1,Phoca vitulina,Harbor Seal,LR/lc,1,0,1,2,1
2008,1,Phoca vitulina,Harbor Seal,LC,1,0,1,2,1
2009,1,Phoca vitulina,Harbor Seal,LC,1,0,1,2,1
2010,1,Phoca vitulina,Harbor Seal,LC,1,0,1,2,1
2011,1,Phoca vitulina,Harbor Seal,LC,1,0,1,2,1
2012,1,Phoca vitulina,Harbor Seal,LC,1,0,1,2,1
2013,1,Phoca vitulina,Harbor Seal,LC,1,0,1,2,1
2014,1,Phoca vitulina,Harbor Seal,LC,1,0,1,2,1
2015,1,Phoca vitulina,Harbor Seal,LC,1,0,1,2,1
2016,1,Phoca vitulina,Harbor Seal,LC,1,0,1,2,1
2017,1,Phoca vitulina,Harbor Seal,LC,1,0,1,2,1
2018,1,Phoca vitulina,Harbor Seal,LC,1,0,1,2,1
2000,1,Phocoena phocoena,Harbour Porpoise,VU,1,1,1,3,1
2001,1,Phocoena phocoena,Harbour Porpoise,VU,1,1,1,3,1
2002,1,Phocoena phocoena,Harbour Porpoise,VU,1,1,1,3,1
2003,1,Phocoena phocoena,Harbour Porpoise,VU,1,1,1,3,1
2004,1,Phocoena phocoena,Harbour Porpoise,VU,1,1,1,3,1
2005,1,Phocoena phocoena,Harbour Porpoise,VU,1,1,1,3,1
2006,1,Phocoena phocoena,Harbour Porpoise,VU,1,1,1,3,1
2007,1,Phocoena phocoena,Harbour Porpoise,VU,1,1,1,3,1
2008,1,Phocoena phocoena,Harbour Porpoise,LC,1,1,1,3,1
2009,1,Phocoena phocoena,Harbour Porpoise,LC,1,1,1,3,1
2010,1,Phocoena phocoena,Harbour Porpoise,LC,1,1,1,3,1
2011,1,Phocoena phocoena,Harbour Porpoise,LC,1,1,1,3,1
2012,1,Phocoena phocoena,Harbour Porpoise,LC,1,1,1,3,1
2013,1,Phocoena phocoena,Harbour Porpoise,LC,1,1,1,3,1
2014,1,Phocoena phocoena,Harbour Porpoise,LC,1,1,1,3,1
2015,1,Phocoena phocoena,Harbour Porpoise,LC,1,1,1,3,1
2016,1,Phocoena phocoena,Harbour Porpoise,LC,1,1,1,3,1
2017,1,Phocoena phocoena,Harbour Porpoise,LC,1,1,1,3,1
2018,1,Phocoena phocoena,Harbour Porpoise,LC,1,1,1,3,1
2000,1,Tursiops truncatus,Common Bottlenose Dolphin,DD,0,0,1,1,1
2001,1,Tursiops truncatus,Common Bottlenose Dolphin,DD,0,0,1,1,1
2002,1,Tursiops truncatus,Common Bottlenose Dolphin,DD,0,0,1,1,1
2003,1,Tursiops truncatus,Common Bottlenose Dolphin,DD,0,0,1,1,1
2004,1,Tursiops truncatus,Common Bottlenose Dolphin,DD,0,0,1,1,1
2005,1,Tursiops truncatus,Common Bottlenose Dolphin,DD,0,0,1,1,1
2006,1,Tursiops truncatus,Common Bottlenose Dolphin,DD,0,0,1,1,1
2007,1,Tursiops truncatus,Common Bottlenose Dolphin,DD,0,0,1,1,1
2008,1,Tursiops truncatus,Common Bottlenose Dolphin,LC,0,0,1,1,1
2009,1,Tursiops truncatus,Common Bottlenose Dolphin,LC,0,0,1,1,1
2010,1,Tursiops truncatus,Common Bottlenose Dolphin,LC,0,0,1,1,1
2011,1,Tursiops truncatus,Common Bottlenose Dolphin,LC,0,0,1,1,1
2012,1,Tursiops truncatus,Common Bottlenose Dolphin,LC,0,0,1,1,1
2013,1,Tursiops truncatus,Common Bottlenose Dolphin,LC,0,0,1,1,1
2014,1,Tursiops truncatus,Common Bottlenose Dolphin,LC,0,0,1,1,1
2015,1,Tursiops truncatus,Common Bottlenose Dolphin,LC,0,0,1,1,1
2016,1,Tursiops truncatus,Common Bottlenose Dolphin,LC,0,0,1,1,1
2017,1,Tursiops truncatus,Common Bottlenose Dolphin,LC,0,0,1,1,1
2018,1,Tursiops truncatus,Common Bottlenose Dolphin,LC,0,0,1,1,1
2014,1,Ammodytes tobianus,lesser sand eel,DD,0,0,0,0,1
2015,1,Ammodytes tobianus,lesser sand eel,DD,0,0,0,0,1
2016,1,Ammodytes tobianus,lesser sand eel,DD,0,0,0,0,1
2017,1,Ammodytes tobianus,lesser sand eel,DD,0,0,0,0,1
2018,1,Ammodytes tobianus,lesser sand eel,DD,0,0,0,0,1
2014,2,Ammodytes tobianus,Small Sandeel,DD,0,0,0,0,1
2015,2,Ammodytes tobianus,Small Sandeel,DD,0,0,0,0,1
2016,2,Ammodytes tobianus,Small Sandeel,DD,0,0,0,0,1
2017,2,Ammodytes tobianus,Small Sandeel,DD,0,0,0,0,1
2018,2,Ammodytes tobianus,Small Sandeel,DD,0,0,0,0,1
2015,2,Gobius paganellus,Rock Goby,LC,0,0,0,0,1
2016,2,Gobius paganellus,Rock Goby,LC,0,0,0,0,1
2017,2,Gobius paganellus,Rock Goby,LC,0,0,0,0,1
2018,2,Gobius paganellus,Rock Goby,LC,0,0,0,0,1
2000,2,Hippocampus guttulatus,Long-snouted Seahorse,VU,0,0,0,0,1
2001,2,Hippocampus guttulatus,Long-snouted Seahorse,VU,0,0,0,0,1
2002,2,Hippocampus guttulatus,Long-snouted Seahorse,VU,0,0,0,0,1
2003,2,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2004,2,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2005,2,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2006,2,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2007,2,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2008,2,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2009,2,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2010,2,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2011,2,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2012,2,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2013,2,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2014,2,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2015,2,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2016,2,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2017,2,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2018,2,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2000,2,Hippocampus hippocampus,Short-snouted Seahorse,VU,0,0,0,0,1
2001,2,Hippocampus hippocampus,Short-snouted Seahorse,VU,0,0,0,0,1
2002,2,Hippocampus hippocampus,Short-snouted Seahorse,VU,0,0,0,0,1
2003,2,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2004,2,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2005,2,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2006,2,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2007,2,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2008,2,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2009,2,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2010,2,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2011,2,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2012,2,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2013,2,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2014,2,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2015,2,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2016,2,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2017,2,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2018,2,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2010,2,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2011,2,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2012,2,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2013,2,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2014,2,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2015,2,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2016,2,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2017,2,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2018,2,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2015,2,Lepadogaster purpurea,Cornish Sucker,LC,0,0,0,0,1
2016,2,Lepadogaster purpurea,Cornish Sucker,LC,0,0,0,0,1
2017,2,Lepadogaster purpurea,Cornish Sucker,LC,0,0,0,0,1
2018,2,Lepadogaster purpurea,Cornish Sucker,LC,0,0,0,0,1
2014,2,Lipophrys pholis,Shanny,LC,0,0,0,0,1
2015,2,Lipophrys pholis,Shanny,LC,0,0,0,0,1
2016,2,Lipophrys pholis,Shanny,LC,0,0,0,0,1
2017,2,Lipophrys pholis,Shanny,LC,0,0,0,0,1
2018,2,Lipophrys pholis,Shanny,LC,0,0,0,0,1
2015,2,Mola mola,Ocean Sunfish,VU,0,0,0,0,1
2016,2,Mola mola,Ocean Sunfish,VU,0,0,0,0,1
2017,2,Mola mola,Ocean Sunfish,VU,0,0,0,0,1
2018,2,Mola mola,Ocean Sunfish,VU,0,0,0,0,1
2015,2,Sardina pilchardus,European Pilchard,LC,0,0,0,0,0
2016,2,Sardina pilchardus,European Pilchard,LC,0,0,0,0,0
2017,2,Sardina pilchardus,European Pilchard,LC,0,0,0,0,0
2018,2,Sardina pilchardus,European Pilchard,LC,0,0,0,0,0
2011,2,Scomber scombrus,Atlantic Mackerel,LC,1,0,1,2,1
2012,2,Scomber scombrus,Atlantic Mackerel,LC,1,0,1,2,1
2013,2,Scomber scombrus,Atlantic Mackerel,LC,1,0,1,2,1
2014,2,Scomber scombrus,Atlantic Mackerel,LC,1,0,1,2,1
2015,2,Scomber scombrus,Atlantic Mackerel,LC,1,0,1,2,1
2016,2,Scomber scombrus,Atlantic Mackerel,LC,1,0,1,2,1
2017,2,Scomber scombrus,Atlantic Mackerel,LC,1,0,1,2,1
2018,2,Scomber scombrus,Atlantic Mackerel,LC,1,0,1,2,1
2000,2,Alca torda,Razorbill,LR/lc,0,0,0,0,1
2001,2,Alca torda,Razorbill,LR/lc,0,0,0,0,1
2002,2,Alca torda,Razorbill,LR/lc,0,0,0,0,1
2003,2,Alca torda,Razorbill,LR/lc,0,0,0,0,1
2004,2,Alca torda,Razorbill,LC,0,0,0,0,1
2005,2,Alca torda,Razorbill,LC,0,0,0,0,1
2006,2,Alca torda,Razorbill,LC,0,0,0,0,1
2007,2,Alca torda,Razorbill,LC,0,0,0,0,1
2008,2,Alca torda,Razorbill,LC,0,0,0,0,1
2009,2,Alca torda,Razorbill,LC,0,0,0,0,1
2010,2,Alca torda,Razorbill,LC,0,0,0,0,1
2011,2,Alca torda,Razorbill,LC,0,0,0,0,1
2012,2,Alca torda,Razorbill,LC,0,0,0,0,1
2013,2,Alca torda,Razorbill,LC,0,0,0,0,1
2014,2,Alca torda,Razorbill,LC,0,0,0,0,1
2015,2,Alca torda,Razorbill,NT,0,0,0,0,1
2016,2,Alca torda,Razorbill,NT,0,0,0,0,1
2017,2,Alca torda,Razorbill,NT,0,0,0,0,1
2018,2,Alca torda,Razorbill,NT,0,0,0,0,1
2000,2,Catharacta skua,Great Skua,LR/lc,0,0,1,1,1
2001,2,Catharacta skua,Great Skua,LR/lc,0,0,1,1,1
2002,2,Catharacta skua,Great Skua,LR/lc,0,0,1,1,1
2003,2,Catharacta skua,Great Skua,LR/lc,0,0,1,1,1
2004,2,Catharacta skua,Great Skua,LC,0,0,1,1,1
2005,2,Catharacta skua,Great Skua,LC,0,0,1,1,1
2006,2,Catharacta skua,Great Skua,LC,0,0,1,1,1
2007,2,Catharacta skua,Great Skua,LC,0,0,1,1,1
2008,2,Catharacta skua,Great Skua,LC,0,0,1,1,1
2009,2,Catharacta skua,Great Skua,LC,0,0,1,1,1
2010,2,Catharacta skua,Great Skua,LC,0,0,1,1,1
2011,2,Catharacta skua,Great Skua,LC,0,0,1,1,1
2012,2,Catharacta skua,Great Skua,LC,0,0,1,1,1
2013,2,Catharacta skua,Great Skua,LC,0,0,1,1,1
2014,2,Catharacta skua,Great Skua,LC,0,0,1,1,1
2015,2,Catharacta skua,Great Skua,LC,0,0,1,1,1
2016,2,Catharacta skua,Great Skua,LC,0,0,1,1,1
2017,2,Catharacta skua,Great Skua,LC,0,0,1,1,1
2018,2,Catharacta skua,Great Skua,LC,0,0,1,1,1
2000,2,Fratercula arctica,Atlantic Puffin,LR/lc,1,0,1,2,1
2001,2,Fratercula arctica,Atlantic Puffin,LR/lc,1,0,1,2,1
2002,2,Fratercula arctica,Atlantic Puffin,LR/lc,1,0,1,2,1
2003,2,Fratercula arctica,Atlantic Puffin,LR/lc,1,0,1,2,1
2004,2,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2005,2,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2006,2,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2007,2,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2008,2,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2009,2,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2010,2,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2011,2,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2012,2,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2013,2,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2014,2,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2015,2,Fratercula arctica,Atlantic Puffin,VU,1,0,1,2,1
2016,2,Fratercula arctica,Atlantic Puffin,VU,1,0,1,2,1
2017,2,Fratercula arctica,Atlantic Puffin,VU,1,0,1,2,1
2018,2,Fratercula arctica,Atlantic Puffin,VU,1,0,1,2,1
2000,2,Fulmarus glacialis,Northern Fulmar,LR/lc,0,0,0,0,1
2001,2,Fulmarus glacialis,Northern Fulmar,LR/lc,0,0,0,0,1
2002,2,Fulmarus glacialis,Northern Fulmar,LR/lc,0,0,0,0,1
2003,2,Fulmarus glacialis,Northern Fulmar,LR/lc,0,0,0,0,1
2004,2,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2005,2,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
